id,suburb,fuel_code,Jun_2018,Nov_2018,Feb_2019,Mar_2019,May_2019,Jun_2019,Jul_2019,Aug_2019,Oct_2019
10228,Emu Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10229,Emu Plains,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10230,Enfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10231,Engadine,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10232,Englorie Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10233,Enmore,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10234,Epping,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10235,Ermington,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10236,Erskine Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10237,Erskineville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10238,Eschol Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10239,Eveleigh,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10240,Fairfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10241,Fairfield East,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10242,Fairfield Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10243,Fairfield West,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10244,Fairlight,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10245,Fiddletown,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10246,Five Dock,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10247,Flemington,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10248,Forest Glen,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10249,Forest Lodge,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10250,Forestville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10251,Freemans Reach,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10252,Frenchs Forest,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10253,Freshwater,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10254,Galston,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10255,Georges Hall,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10256,Gilead,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10257,Girraween,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10258,Gladesville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10259,Glebe,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10260,Gledswood Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10261,Glen Alpine,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10262,Glendenning,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10263,Glenfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10264,Glenhaven,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265,Glenmore Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10266,Glenorie,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10267,Glenwood,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10268,Glossodia,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10269,Gordon,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10270,Granville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10271,Grasmere,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10272,Grays Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10273,Great Mackerel Beach,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10274,Green Valley,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10275,Greenacre,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10276,Greendale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10277,Greenfield Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10278,Greenhills Beach,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10279,Greenwich,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10280,Gregory Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10281,Greystanes,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10282,Grose Vale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10283,Grose Wold,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10284,Guildford,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10285,Guildford West,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10286,Gymea,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10287,Gymea Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10288,Haberfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10289,Hammondville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10290,Harrington Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10291,Harris Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10292,Hassall Grove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10293,Haymarket,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10294,Heathcote,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10295,Hebersham,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10296,Heckenberg,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10297,Henley,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10298,Hillsdale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10299,Hinchinbrook,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10300,Hobartville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10301,Holroyd,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10302,Holsworthy,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10303,Homebush,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10304,Homebush West,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10305,Horningsea Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306,Hornsby,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10307,Hornsby Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10308,Horsley Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10309,Hoxton Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10310,Hunters Hill,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311,Huntingwood,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10312,Huntleys Cove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10313,Huntleys Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314,Hurlstone Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10315,Hurstville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10316,Hurstville Grove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10317,Illawong,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10318,Ingleburn,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10319,Ingleside,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10320,Jamisontown,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10321,Jannali,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10322,Jordan Springs,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10323,Kangaroo Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10324,Kareela,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10325,Kearns,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10326,Kellyville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10327,Kellyville Ridge,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10328,Kemps Creek,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10329,Kensington,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10330,Kenthurst,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10331,Kentlyn,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10332,Killara,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10333,Killarney Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10334,Kings Langley,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10335,Kings Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10336,Kingsford,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10337,Kingsgrove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10338,Kingswood,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10339,Kingswood Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10340,Kirkham,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10341,Kirrawee,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10342,Kirribilli,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10343,Kogarah,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10344,Kogarah Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10345,Ku-ring-gai Chase,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10346,Kurmond,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10347,Kurnell,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10348,Kurraba Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10349,Kurrajong,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10350,Kurrajong Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10351,Kyeemagh,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10352,Kyle Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10353,La Perouse,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10354,Lakemba,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10355,Lalor Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10356,Lane Cove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10357,Lane Cove North,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10358,Lane Cove West,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10359,Lansdowne,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10360,Lansvale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10361,Laughtondale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10362,Lavender Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10363,Leets Vale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10364,Leichhardt,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10365,Len Waters Estate,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10366,Leonay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10367,Leppington,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10368,Lethbridge Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10369,Leumeah,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10370,Lewisham,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10371,Liberty Grove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10372,Lidcombe,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10373,Lilli Pilli,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10374,Lilyfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10375,Lindfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10376,Linley Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10377,Little Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10378,Liverpool,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10379,Llandilo,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10380,Loftus,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10381,Londonderry,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10382,Long Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10383,Longueville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10384,Lovett Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10385,Lower Portland,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10386,Lucas Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10387,Luddenham,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10388,Lugarno,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10389,Lurnea,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10390,Macquarie Fields,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10391,Macquarie Links,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10392,Macquarie Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10393,Maianbar,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10394,Malabar,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10395,Manly,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10396,Manly Vale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10397,Maraylya,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10398,Marayong,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10399,Maroota,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10400,Maroubra,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10401,Marrickville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10402,Marsden Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10403,Marsfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10404,Mascot,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10405,Matraville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10406,Mays Hill,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10407,McCarrs Creek,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10408,McGraths Hill,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10409,McMahons Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10410,Meadowbank,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10411,Melrose Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10412,Menai,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10413,Menangle Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10414,Merrylands,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10415,Merrylands West,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10416,Middle Cove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10417,Middle Dural,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10418,Middleton Grange,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10419,Miller,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10420,Millers Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10421,Milperra,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10422,Milsons Passage,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10423,Milsons Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10424,Minchinbury,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10425,Minto,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10426,Minto Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10427,Miranda,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10428,Mona Vale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10429,Monterey,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10430,Moore Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10431,Moorebank,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10432,Morning Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10433,Mortdale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10434,Mortlake,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10435,Mosman,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10436,Mount Annan,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10437,Mount Colah,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10438,Mount Druitt,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10439,Mount Kuring-Gai,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10440,Mount Lewis,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10441,Mount Pritchard,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10442,Mount Vernon,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10443,Mulgoa,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10444,Mulgrave,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10445,Narellan Vale,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10446,Naremburn,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10447,Narrabeen,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10448,Narraweena,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10449,Narwee,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10450,Nelson,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10451,Neutral Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10452,Newington,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10453,Newport,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10454,Newtown,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10455,Normanhurst,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10456,North Balgowlah,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10457,North Bondi,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
